StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
2	1	3	0	1035.6416
2	2	5	0	1052.3271
2	3	1	1	952.2136
2	3	3	0	1085.6983
2	1	2	1	1636.3227
2	3	1	1	1302.6109
2	2	2	1	918.8424
2	3	5	0	1285.9253
2	2	3	1	2136.8903
2	2	5	0	1169.1262
2	2	4	0	1352.6677
2	1	4	0	1469.4668
2	1	3	0	2253.6894
2	3	2	1	1052.3271
2	1	5	0	1135.7551
2	1	4	0	1536.2091
2	3	2	1	885.4713
2	1	4	0	1302.6109
2	1	2	1	802.0433
2	1	1	1	968.8992
2	1	1	1	651.8731
2	3	4	0	1486.1524
2	3	3	0	2186.947
2	3	3	0	1853.2353
2	2	4	0	1219.183
2	1	3	1	2053.4623
2	2	4	0	1119.0695
2	3	5	0	1319.2965
2	2	3	0	1519.5236
2	2	3	0	935.528
2	3	4	0	902.1569
2	1	5	0	902.1569
2	3	1	1	1069.0127
2	3	5	0	1653.0083
2	2	1	1	1135.7551
2	1	5	0	2387.1741
2	2	1	1	802.0433
2	3	2	1	1185.8118
2	2	5	0	1169.1262
2	2	2	1	1002.2704
2	1	2	1	935.528
2	3	4	0	835.4145
2	2	2	1	1786.4929
2	2	1	1	802.0433
3	2	3	0	1703.065
3	1	1	1	1602.9515
3	3	4	0	1185.8118
3	2	1	1	1035.6416
3	3	1	1	902.1569
3	1	4	0	1219.183
3	2	4	0	1636.3227
3	1	2	1	1335.9821
3	1	3	0	1069.0127
3	1	5	0	1486.1524
3	3	3	0	1152.4407
3	2	2	1	1035.6416
3	1	1	1	1335.9821
3	1	2	1	952.2136
3	2	1	1	1586.2659
3	3	1	1	1285.9253
3	1	5	0	935.528
3	1	3	0	1552.8947
3	2	2	1	1035.6416
3	3	3	0	768.6722
3	1	3	0	1803.1785
3	1	4	0	1536.2091
3	3	5	0	952.2136
3	3	2	1	802.0433
3	3	5	0	1285.9253
3	3	1	1	918.8424
3	1	5	0	1135.7551
3	2	5	0	1169.1262
3	2	5	0	718.6154
3	2	1	1	1152.4407
3	3	2	1	718.6154
3	2	2	1	718.6154
3	3	5	0	1035.6416
3	2	4	0	1402.7245
3	1	4	0	868.7857
3	1	1	1	651.8731
3	2	5	1	1736.4362
3	3	4	0	968.8992
3	3	4	0	1502.838
3	3	3	0	968.8992
3	2	3	0	718.6154
3	3	2	1	1769.8074
3	2	3	0	635.1875
3	2	4	0	902.1569
3	1	2	1	868.7857
1	1	1	1	1319.2965
1	1	3	0	968.8992
1	1	2	1	1369.3533
1	3	4	0	2086.8335
1	1	3	0	735.301
1	3	2	1	968.8992
1	1	1	1	1002.2704
1	1	2	1	835.4145
1	2	3	0	1552.8947
1	2	2	1	1302.6109
1	1	4	0	1386.0389
1	2	2	1	735.301
1	3	3	0	1536.2091
1	1	5	0	802.0433
1	2	5	0	735.301
1	3	1	1	818.7289
1	2	4	0	935.528
1	1	4	0	818.7289
1	3	2	1	1035.6416
1	2	5	0	802.0433
1	1	5	0	735.301
1	2	4	0	701.9298
1	2	5	0	751.9866
1	1	5	0	1002.2704
1	2	1	1	1002.2704
1	1	4	0	685.2442
1	3	5	1	1519.5236
1	2	1	1	968.8992
1	3	3	0	1152.4407
1	1	1	1	1002.2704
1	3	5	0	818.7289
1	2	2	1	918.8424
1	2	3	0	718.6154
1	3	4	0	802.0433
1	2	3	0	968.8992
1	3	4	0	1402.7245
1	3	1	1	868.7857
1	3	2	1	1002.2704
1	2	4	0	635.1875
1	3	5	0	585.1307
1	2	1	1	651.8731
1	1	3	0	735.301
1	1	2	1	852.1001
